taxid	Kingdom	Phylum	Class	Order	Family	Genus	Species
1543207	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Closterovirus	Rose leaf rosette-associated virus
1692045	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Closterovirus	Tobacco virus 1
2201042	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Closterovirus	Arracacha virus 1
2316740	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Closterovirus	Rehmannia virus 1
67753	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Unassigned
31713	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Lettuce infectious yellows virus
51330	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Cucurbit yellow stunting disorder virus
52135	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Tomato infectious chlorosis virus
67754	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Tomato chlorosis virus
72750	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Beet pseudoyellows virus
81931	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Sweet potato chlorotic stunt virus
103881	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Potato yellow vein virus
227507	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Strawberry pallidosis-associated virus
267970	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Bean yellow disorder virus
352927	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Unassigned
558690	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Cucurbit chlorotic yellows virus
404196	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Blackberry yellow vein-associated virus
642478	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Lettuce chlorosis virus
656520	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Diodia vein chlorosis virus
1712389	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Crinivirus	Tetterwort vein chlorosis virus
82791	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Unassigned	Olive leaf yellowing-associated virus
217160	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Unassigned
47985	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Grapevine leafroll-associated virus 1
55951	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Grapevine leafroll-associated virus 3
70177	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Grapevine leafroll-associated virus 4
136234	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Pineapple mealybug wilt-associated virus 2
154339	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Little cherry virus 2
180903	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Pineapple mealybug wilt-associated virus 1
362246	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Unassigned
71032	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Grapevine leafroll-associated virus 5
203168	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Grapevine leafroll-associated virus 6
367121	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Grapevine leafroll-associated virus 10
373861	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Pineapple mealybug wilt-associated virus 3
675077	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Plum bark necrosis stem pitting-associated virus
1381464	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Blackberry vein banding-associated virus
1815581	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Grapevine leafroll-associated virus 13
217429	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Unassigned	Unassigned
940280	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Unassigned	Carnation yellow fleck virus
265877	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Unassigned	Mint vein banding-associated virus
1206566	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Unassigned	Blueberry virus A
1493829	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Unassigned	Persimmon virus B
1513308	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Velarivirus	Unassigned
217615	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Velarivirus	Grapevine leafroll-associated virus 7
217686	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Velarivirus	Little cherry virus 1
937809	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Velarivirus	Cordyline virus 1
1177751	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Velarivirus	Cordyline virus 2
1177752	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Velarivirus	Cordyline virus 3
1177753	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Velarivirus	Cordyline virus 4
1654603	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Velarivirus	Areca palm velarivirus 1
2024724	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Unassigned	Actinidia virus 1
564644	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Unassigned	Unassigned
1680130	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Unassigned	Unassigned
1678175	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Unassigned	Diatom colony associated dsRNA virus 15
1908806	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Unassigned	Ceratobasidium endornavirus A
1908807	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Unassigned	Ceratobasidium endornavirus B
1908808	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Unassigned	Ceratobasidium endornavirus D
1908811	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Unassigned	Ceratobasidium endornavirus G
1908813	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Unassigned	Ceratobasidium endornavirus C
1965306	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Unassigned	Lagenaria siceraria endornavirus-Hubei
2162642	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Unassigned	Rhizoctonia solani endornavirus 1
2340808	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Unassigned	Cluster bean endornavirus 1
2003394	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Unassigned
1384490	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Basella alba alphaendornavirus 1
2734347	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Phaseolus vulgaris alphaendornavirus 3
2268393	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Phaseolus vulgaris alphaendornavirus 3
2184469	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Helianthus annuus alphaendornavirus
2169693	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Winged bean alphaendornavirus 1
2003680	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Lagenaria siceraria alphaendornavirus
1468454	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Lagenaria siceraria alphaendornavirus
1777015	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Erysiphe cichoracearum alphaendornavirus
1776177	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Cucumis melo alphaendornavirus
1774276	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Hordeum vulgare alphaendornavirus
1711684	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Hot pepper alphaendornavirus
1514896	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Yerba mate alphaendornavirus
1408133	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Rhizoctonia cerealis alphaendornavirus 1
310749	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Vicia faba alphaendornavirus
1249676	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Grapevine endophyte alphaendornavirus
1188793	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Phaseolus vulgaris alphaendornavirus 2
1188792	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Phaseolus vulgaris alphaendornavirus 1
1131702	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Persea americana alphaendornavirus 1
675833	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Helicobasidium mompa alphaendornavirus 1
362693	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Oryza sativa alphaendornavirus
362692	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Oryza rufipogon alphaendornavirus
354328	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Bell pepper alphaendornavirus
310750	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Phytophthora alphaendornavirus 1
2003395	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Betaendornavirus	Unassigned
941765	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Betaendornavirus	Tuber aestivum betaendornavirus
1580606	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Betaendornavirus	Alternaria brassicicola betaendornavirus 1
2003398	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Betaendornavirus	Sclerotinia sclerotiorum betaendornavirus 1
1353016	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Betaendornavirus	Sclerotinia sclerotiorum betaendornavirus 1
2003678	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Betaendornavirus	Gremmeniella abietina betaendornavirus 1
374005	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Betaendornavirus	Gremmeniella abietina betaendornavirus 1
2169747	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Betaendornavirus	Botrytis cinerea betaendornavirus 1
2734349	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Betaendornavirus	Rosellinia necatrix betaendornavirus 1
1708712	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Betaendornavirus	Rosellinia necatrix betaendornavirus 1
2734350	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Betaendornavirus	Sclerotinia minor betaendornavirus 1
2316144	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Betaendornavirus	Sclerotinia minor betaendornavirus 1
675071	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Unassigned	Unassigned
12234	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Unassigned
1032457	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Passion fruit mosaic virus
327386	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Unassigned
1979541	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Hoya chlorotic spot virus
2200716	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Opuntia virus 2
327387	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tropical soda apple mosaic virus
335187	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Streptocarpus flower break virus
368735	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Bell pepper mottle virus
368736	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Maracuja mosaic virus
388038	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Cucumber mottle virus
402399	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Brugmansia mild mottle virus
425279	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Rehmannia mosaic virus
233051	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Hibiscus latent Fort Pierce virus
1123754	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Rattail cactus necrosis-associated virus
1128119	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Clitoria yellow mottle virus
1169032	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Wasabi mottle virus
1391702	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tomato mottle mosaic virus
1416026	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Yellow tailflower mild mottle virus
1501716	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Plumeria mosaic virus
1761477	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tomato brown rugose fruit virus
2083209	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tobacco latent virus
51680	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Ribgrass mosaic virus
12238	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Odontoglossum ringspot virus
12239	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Pepper mild mottle virus
12241	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
12242	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tobacco mosaic virus
12253	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tomato mosaic virus
29272	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Turnip vein-clearing virus
31749	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Obuda pepper virus
35281	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Paprika mild mottle virus
12235	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
99585	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Frangipani mosaic virus
111418	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Zucchini green mottle mosaic virus
111970	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Kyuri green mottle mosaic virus
146499	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Cucumber fruit mottle mosaic virus
185955	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Hibiscus latent Singapore virus
228578	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Youcai mosaic virus
229030	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Cactus mild mottle virus
12291	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Furovirus	Unassigned
28375	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Furovirus	Soil-borne wheat mosaic virus
45103	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Furovirus	Oat golden stripe virus
83544	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Furovirus	Chinese wheat mosaic virus
100887	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Furovirus	Soil-borne cereal mosaic virus
107804	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Furovirus	Sorghum chlorotic spot virus
2030954	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Furovirus	Japanese soil-borne wheat mosaic virus
12293	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobravirus	Unassigned
12294	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobravirus	Pea early-browning virus
12295	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobravirus	Tobacco rattle virus
31750	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobravirus	Pepper ringspot virus
12326	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Hordeivirus	Unassigned
12327	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Hordeivirus	Barley stripe mosaic virus
12328	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Hordeivirus	Poa semilatent virus
44421	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Hordeivirus	Lychnis ringspot virus
119492	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Pecluvirus	Unassigned
28355	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Pecluvirus	Peanut clump virus
32629	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Pecluvirus	Indian peanut clump virus
186886	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Pomovirus	Unassigned
37128	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Pomovirus	Potato mop-top virus
46436	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Pomovirus	Beet soil-borne virus
71972	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Pomovirus	Beet virus Q
79918	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Pomovirus	Broad bean necrosis virus
1758139	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Pomovirus	Colombian potato soil-borne virus
1527522	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Unassigned	Unassigned
1527523	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Unassigned	Macrophomina phaseolina tobamo-like virus
2108200	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Unassigned	Nephila clavipes virus 3
2108201	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Unassigned	Nephila clavipes virus 4
1920771	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Goravirus	Unassigned
1647805	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Goravirus	Drakaea virus A
1920772	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Goravirus	Gentian ovary ringspot virus
2560061	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Kitaviridae	Unassigned	Unassigned
675070	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Kitaviridae	Cilevirus	Unassigned
347219	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Kitaviridae	Cilevirus	Citrus leprosis virus C
2052685	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Kitaviridae	Cilevirus	Citrus leprosis virus C2
1513277	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Kitaviridae	Higrevirus	Unassigned
1513278	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Kitaviridae	Higrevirus	Hibiscus green spot virus 2
2022856	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Kitaviridae	Blunervirus	Unassigned
1094249	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Kitaviridae	Blunervirus	Blueberry necrotic ring blotch virus
2419939	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Kitaviridae	Blunervirus	Tea plant necrotic ring blotch virus
2732890	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Mayoviridae	Unassigned	Unassigned
39760	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Mayoviridae	Idaeovirus	Unassigned
12451	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Mayoviridae	Idaeovirus	Raspberry bushy dwarf virus
334447	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Mayoviridae	Idaeovirus	Unassigned
1937789	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Mayoviridae	Idaeovirus	Black currant leaf chlorosis associated virus
2560648	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Mayoviridae	Idaeovirus	Privet idaeovirus
1811408	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Mayoviridae	Idaeovirus	Privet idaeovirus
2733237	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Mayoviridae	Pteridovirus	Unassigned
2734351	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Mayoviridae	Pteridovirus	Japanese holly fern mottle pteridovirus
659660	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Mayoviridae	Pteridovirus	Japanese holly fern mottle pteridovirus
2732462	Viruses	Kitrinoviricota	Flasuviricetes	Unassigned	Unassigned	Unassigned	Unassigned
2732545	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Unassigned	Unassigned	Unassigned
11050	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Unassigned
38144	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Unassigned
1983570	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Apis flavivirus
1805494	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Bamaga virus
2304510	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Culex Flavi-like virus
2050971	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Lumpfish flavivirus
1969400	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Mac Peak virus
1969397	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Karumba virus
1963247	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Menghai flavivirus
1906179	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Anopheles flavivirus Liberia/2013
1903340	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Anopheles flavivirus Liberia/2013
1821227	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Xishuangbanna aedes flavivirus
1821222	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Culiseta flavivirus
649187	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Lammi virus
1685953	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Macrosiphum euphorbiae virus 1
1678179	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Diatom colony associated ssRNA virus 1
1495316	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Soybean cyst nematode virus 5
1485186	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Nhumirim virus
1445557	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Ilomantsi virus
1286143	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Nienokoue virus
1172985	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Mogiana tick virus
1491393	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Mogiana tick virus
667516	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Unassigned	Nakiwogo virus
11051	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Unassigned
64301	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Sal Vieja virus
64288	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Royal Farm virus
64289	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Carey Island virus
64290	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Bagaza virus
64291	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Israel turkey meningoencephalomyelitis virus
64292	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Ntaya virus
64293	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Tembusu virus
64294	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Yokose virus
64295	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Bouboui virus
