taxid	Kingdom	Phylum	Class	Order	Family	Genus	Species
34064	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Unassigned	Unassigned
262	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Unassigned
28110	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella philomiragia
539329	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella philomiragia
484022	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella philomiragia
2610885	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Unassigned
1395624	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella sp. LA112445
1547445	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella sp. FSC1006
2589986	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella sp. Scap27
475375	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella sp. MA067296
549298	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella halioticida
263	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
264	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
401614	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
984129	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
1386968	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
1450527	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
1452728	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
119856	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
177416	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
1341656	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
393115	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
418136	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
510831	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
543737	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
1001534	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
1001542	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
1133671	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
119857	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
351581	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
376619	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
393011	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
458234	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
1232394	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
1432652	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
954	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella persica
1086726	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella persica
299583	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella orientalis
1163389	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella orientalis
1356861	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella orientalis
1390363	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella orientalis
1449091	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella orientalis
622488	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella hispaniensis
1088883	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella hispaniensis
2007306	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella adeliensis
573570	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella uliginis
2249302	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella marina
1542390	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella frigiditurris
573569	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella salina
657445	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella noatunensis
360196	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella noatunensis
1089434	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella noatunensis
2016517	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella opportunistica
1869285	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Allofrancisella	Unassigned
1085644	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Allofrancisella	Allofrancisella frigidaquae
1085647	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Allofrancisella	Allofrancisella inopinata
594679	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Allofrancisella	Allofrancisella guangzhouensis
135617	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Unassigned	Unassigned
1021	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Beggiatoa	Unassigned
288004	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Beggiatoa	Beggiatoa leptomitoformis
2056687	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Fastidiosibacteraceae	Unassigned	Unassigned
28905	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Fastidiosibacteraceae	Caedibacter	Unassigned
28907	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Fastidiosibacteraceae	Caedibacter	Caedibacter taeniospiralis
118884	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned
655184	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Thioglobus	Unassigned
2644172	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Thioglobus	Unassigned
2508687	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Thioglobus	Candidatus Thioglobus sp. NP1
1705394	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Thioglobus	Candidatus Thioglobus autotrophicus
1427364	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Thioglobus	Candidatus Thioglobus singularis
1125411	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Thioglobus	Candidatus Thioglobus singularis
1608298	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Thiolapillus	Unassigned
1076588	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Thiolapillus	Thiolapillus brandeum
349742	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Sedimenticola	Unassigned
1543721	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Sedimenticola	Sedimenticola thiotaurini
2738850	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Reidiella	Unassigned
2738883	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Reidiella	Candidatus Reidiella endopervernicosa
32036	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned
1541743	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Ruthia	Unassigned
2738852	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Ruthia	Candidatus Ruthia endofausta
386487	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Ruthia	Candidatus Ruthia magnifica
413404	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Ruthia	Candidatus Ruthia magnifica
2732587	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Vesicomyosocius	Unassigned
412965	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Vesicomyosocius	Candidatus Vesicomyosocius okutanii
2763321	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Vesicomyosocius	Unassigned
2732590	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Vesicomyosocius	Candidatus Vesicomyosocius sp. SY067_SCS001
2360	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Bathymodiolus thermophilus thioautotrophic gill symbiont
113267	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Bathymodiolus septemdierum thioautotrophic gill symbiont
1303921	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Bathymodiolus septemdierum thioautotrophic gill symbiont
745410	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Gallaecimonas	Unassigned
2291597	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Gallaecimonas	Gallaecimonas mangrovi
1524249	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Pseudohongiella	Unassigned
1249552	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Pseudohongiella	Pseudohongiella spirulinae
204619	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Nardonella	Unassigned
1971488	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Nardonella	endosymbiont of Pachyrhynchus infernalis
1971485	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Nardonella	Candidatus Nardonella dryophthoridicola
1972133	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Nardonella	Candidatus Nardonella dryophthoridicola
1972134	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Candidatus Nardonella	endosymbiont of Sipalinus gigas
1934945	Bacteria	Proteobacteria	Gammaproteobacteria	Immundisolibacterales	Unassigned	Unassigned	Unassigned
1934946	Bacteria	Proteobacteria	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	Unassigned	Unassigned
1934947	Bacteria	Proteobacteria	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	Immundisolibacter	Unassigned
1810504	Bacteria	Proteobacteria	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	Immundisolibacter	Immundisolibacter cernigliae
33811	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned
1248727	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	endosymbiont of unidentified scaly snail isolate Monju
2652803	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	endosymbiont of Plagiopylea sp.
650377	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	endosymbiont of Euscepes postfasciatus
742030	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Unassigned	Unassigned	Unassigned
742031	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Unassigned	Unassigned
180541	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	Unassigned
2649847	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	Unassigned
2183911	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	Salinisphaera sp. LB1
135615	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Unassigned	Unassigned	Unassigned
868	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Unassigned	Unassigned
2717	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Unassigned
2718	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium hominis
869	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Dichelobacter	Unassigned
870	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Dichelobacter	Dichelobacter nodosus
246195	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Dichelobacter	Dichelobacter nodosus
1240482	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Unassigned	Unassigned	Unassigned
1240483	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Unassigned	Unassigned
1193503	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	Unassigned
1196095	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	Gilliamella apicola
743714	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Orbus	Unassigned
2646913	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Orbus	Unassigned
1635327	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Orbus	Orbus sp. IPMB12
1335631	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Unassigned
1267021	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara
68525	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
28221	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned
29	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned
80812	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned
49	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Unassigned	Unassigned
39643	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Unassigned
56	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium cellulosum
448385	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium cellulosum
1254432	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium cellulosum
50	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	Unassigned
52	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	Chondromyces crocatus
1882917	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	Unassigned
1882918	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	Pajaroellobacter abortibovis
1055686	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Unassigned	Unassigned
1055688	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Unassigned
927083	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Sandaracinus amylolyticus
215910	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned
1649470	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Minicystis	Unassigned
888845	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Minicystis	Minicystis rosea
1524216	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Unassigned	Unassigned
1524217	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix	Unassigned
1391654	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix	Labilithrix luteola
80811	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned
31	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Unassigned	Unassigned
32	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Unassigned
83455	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus stipitatus
1278073	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus stipitatus
34	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus
246197	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus
1297742	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus hansupus
83461	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	Unassigned
184914	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	Corallococcus coralloides
1144275	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	Corallococcus coralloides
35	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	Corallococcus macrosporus
1189310	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	Corallococcus macrosporus
39	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Unassigned	Unassigned
42	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Cystobacter	Unassigned
43	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Cystobacter	Cystobacter fuscus
47	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Archangium	Unassigned
48	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Archangium	Archangium gephyra
40	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Stigmatella	Unassigned
41	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Stigmatella	Stigmatella aurantiaca
378806	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Stigmatella	Stigmatella aurantiaca
44	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Melittangium	Unassigned
83453	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Melittangium	Melittangium boletus
1294270	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Melittangium	Melittangium boletus
1524215	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Unassigned	Unassigned
161492	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Unassigned
2620896	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Unassigned
404589	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5
447217	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. K
161493	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter dehalogenans
290397	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter dehalogenans
455488	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter dehalogenans
1524213	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Unassigned	Unassigned
1524214	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter	Unassigned
1391653	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter	Vulgatibacter incomptus
224462	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned
224464	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Kofleriaceae	Unassigned	Unassigned
162027	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Kofleriaceae	Haliangium	Unassigned
80816	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Kofleriaceae	Haliangium	Haliangium ochraceum
502025	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Kofleriaceae	Haliangium	Haliangium ochraceum
213115	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Unassigned	Unassigned	Unassigned
194924	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Unassigned	Unassigned
872	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Unassigned
184917	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio magneticus
573370	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio magneticus
879	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio gigas
1121448	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio gigas
881	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris
883	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris
391774	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris
882	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris
573059	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris
876	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio desulfuricans
641491	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio desulfuricans
525146	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio desulfuricans
370038	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio marinus
345370	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio carbinoliphilus
694327	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio carbinoliphilus
2593640	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Unassigned
2583823	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp. IOR2
2666132	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp. 86
631220	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp. G11
63561	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sulfodismutans
1121464	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sulfodismutans
44742	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio fairfieldensis
901	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio piger
296842	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio carbinolicus
58180	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio alaskensis
207559	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio alaskensis
1725232	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Candidatus Desulfovibrio trichonymphae
241368	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio ferrophilus
2035811	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	Unassigned
2661612	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	Unassigned
2678688	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	Pseudodesulfovibrio sp. SRB007
